column0,PurchaseRequisition,PurchaseRequisitionItem,PurchaseReqnItemUniqueID,PurReqnReleaseStatus,PurchaseRequisitionItemText,Material,MaterialGroup,PurchaseRequisitionReleaseDate,PurchasingOrganization,SourceOfSupplyIsAssigned,DeliveryDate,CreationDate,ProcessingStatus,Supplier,FixedSupplier,PurchaseRequisitionType,IsPRBlocked,PurReqCreationDate,DeliveryLt5Days,DeliveryAddressID,PurReqnItemCurrency,StorageLocation,Language,CompanyCode,ItemNetAmount,DecisionFlag,PurchasingGroup,AmountGt10k
8375,10116926,10,1011692600010.0,2,BKS-200 Racer Seat,MZ-RM-S200-03,ZSEAT,2024-04-23,1710.0,False,2024-04-26,2024-04-23,B,,USSU-VSF81,NB,0,2024-04-23,False,22889,USD,171C,EN,1710.0,1638.46,Reject,Z01,True
2847,10146023,10,1014602300010.0,2,BKS-200 Racer Pedal Kit,MZ-RM-S200-08,ZPEDAL,2024-06-05,1710.0,True,2024-06-10,2024-06-05,N,,USSU-VSF84,NB,0,2024-06-05,False,22889,USD,171C,EN,1710.0,8370.31,Reject,Z01,True
5956,10024608,10,1002460800010.0,2,BKS-300 Mountain Seat,MZ-RM-S300-03,ZSEAT,2022-08-12,1710.0,False,2022-08-17,2022-08-12,B,,USSU-VSF81,NB,0,2022-08-12,False,22889,USD,171C,EN,1710.0,41191.92,Reject,Z01,False
10055,10021853,10,1002185300010.0,2,BKS-300 Mountain Forks,MZ-RM-S300-05,ZFORK,2022-04-06,1710.0,False,2022-04-11,2022-04-06,B,,USSU-VSF83,NB,0,2022-04-06,False,22889,USD,171C,EN,1710.0,33264,Reject,Z01,False
9732,10022118,10,1002211800010.0,2,BKS-200 Racer Frame,MZ-RM-S200-01,ZFRAME,2022-04-13,1710.0,False,2022-04-18,2022-04-12,B,,USSU-VSF81,NB,0,2022-04-12,True,22889,USD,171C,EN,1710.0,542414.85,Reject,Z01,False
8666,10124498,10,1012449800010.0,2,BKS-200 Racer Brakes,MZ-RM-S200-06,ZBRAKES,2024-05-07,1710.0,False,2024-05-10,2024-05-07,B,,USSU-VSF83,NB,0,2024-05-07,False,22889,USD,171C,EN,1710.0,4203.56,Reject,Z01,True
6635,10054871,10,1005487100010.0,2,BKS-200 Racer Forks,MZ-RM-S200-05,ZFORK,2023-07-10,1710.0,False,2023-07-13,2023-07-08,B,,USSU-VSF83,NB,0,2023-07-08,False,22889,USD,171C,EN,1710.0,54403.2,Reject,Z01,False
2652,10004148,10,1000414800010.0,2,BKS-100 Derailleur Gears,MZ-RM-S100-07,ZGEARS,2020-03-16,1710.0,False,2020-03-19,2020-03-14,B,,USSU-VSF84,NB,0,2020-03-14,False,22889,USD,171C,EN,1710.0,72770.95,Reject,Z01,False
247,10002454,10,1000245400010.0,8,Bike Tyre MZ-RM-WR01,MZ-RM-WR01,L002,2019-11-22,,False,2019-12-02,2019-11-22,N,,,NB,0,2019-11-22,True,22889,USD,171C,EN,1710.0,1000,Reject,001,True
2004,10001493,10,1000149300010.0,5,Bike Tyre MZ-RM-WR01,MZ-RM-WR01,L002,2019-11-22,,False,2019-12-02,2019-11-22,N,,,NB,0,2019-11-22,True,22889,USD,171C,EN,1710.0,1000,Reject,001,True
6645,10065849,10,1006584900010.0,2,BKS-100 Fork,MZ-RM-S100-05,ZFORK,2023-08-07,1710.0,False,2023-08-10,2023-08-05,B,,USSU-VSF83,NB,0,2023-08-05,False,22889,USD,171C,EN,1710.0,26320,Reject,Z01,False
4993,10005717,10,1000571700010.0,2,BKS-100 Brake Set,MZ-RM-S100-06,ZBRAKES,2020-09-23,1710.0,False,2020-09-28,2020-09-23,B,,USSU-VSF83,NB,0,2020-09-23,False,22889,USD,171C,EN,1710.0,114.45,Reject,Z01,True
332,10002372,10,1000237200010.0,8,Bike Tyre MZ-RM-WR01,MZ-RM-WR01,L002,2019-11-22,,False,2019-12-02,2019-11-22,N,,,NB,0,2019-11-22,True,22889,USD,171C,EN,1710.0,1000,Reject,001,True
10310,10085778,10,1008577800010.0,2,BKS-100 Fork,MZ-RM-S100-05,ZFORK,2024-01-17,1710.0,False,2024-01-22,2024-01-17,B,,USSU-VSF82,NB,0,2024-01-17,False,22889,USD,171C,EN,1710.0,90240,Reject,Z01,False
1711,10002729,10,1000272900010.0,8,Bike Tyre MZ-RM-WR01,MZ-RM-WR01,L002,2019-11-22,,False,2019-12-02,2019-11-22,N,,,NB,0,2019-11-22,True,22889,USD,171C,EN,1710.0,1000,Reject,001,True
10707,10034364,10,1003436400010.0,5,IT equipments-A4 Sheets,,44000000,2023-03-15,1710.0,True,2023-03-20,2023-03-15,N,,USSU-VSF85,NB,0,2023-03-15,False,22889,USD,,EN,1710.0,50,Reject,005,True
1202,10001577,10,1000157700010.0,5,Bike Tyre MZ-RM-WR01,MZ-RM-WR01,L002,2019-11-22,,False,2019-12-02,2019-11-22,N,,,NB,0,2019-11-22,True,22889,USD,171C,EN,1710.0,1000,Reject,001,True
782,10002825,10,1000282500010.0,5,Bike Tyre MZ-RM-WR01,MZ-RM-WR01,L002,2019-11-22,,False,2019-12-02,2019-11-22,N,,,NB,0,2019-11-22,True,22889,USD,171C,EN,1710.0,1000,Reject,001,True
3962,10016539,10,1001653900010.0,2,BKS-100 Frame,MZ-RM-S100-01,ZFRAME,2021-09-22,1710.0,False,2021-09-27,2021-09-21,B,,USSU-VSF82,NB,0,2021-09-21,True,22889,USD,171C,EN,1710.0,423550.8,Reject,Z01,False
3540,10006142,10,1000614200010.0,2,BKS-100 Derailleur Gears,MZ-RM-S100-07,ZGEARS,2020-12-16,1710.0,False,2020-12-21,2020-12-15,B,,USSU-VSF84,NB,0,2020-12-15,True,22889,USD,171C,EN,1710.0,106548.62,Reject,Z01,False
4136,10022456,10,1002245600010.0,2,BKS-100 Pedal Kit,MZ-RM-S100-08,ZPEDAL,2022-04-20,1710.0,False,2022-04-25,2022-04-20,B,,USSU-VSF84,NB,0,2022-04-20,False,22889,USD,171C,EN,1710.0,12348,Reject,Z01,False
3707,10000596,10,1000059600010.0,5,"Trad.Good 11,PD,Reg.Trading",TG11,L001,2018-03-13,1710.0,True,2018-03-24,2017-09-12,N,,USSU-SH01,NB,0,2017-09-12,True,22889,USD,,EN,1710.0,226.08,Approve,002,True
8387,10124050,10,1012405000010.0,2,BKS-400 AT Seat,MZ-RM-S400-03,ZSEAT,2024-05-06,1710.0,False,2024-05-09,2024-05-04,B,,USSU-VSF81,NB,0,2024-05-04,False,22889,USD,171C,EN,1710.0,2394,Reject,Z01,True
4224,10146262,10,1014626200010.0,2,BKS-200 Racer Drive Train,MZ-RM-S200-09,ZTRAIN,2024-06-05,1710.0,True,2024-06-10,2024-06-05,N,,USSU-VSF84,NB,0,2024-06-05,False,22889,USD,171C,EN,1710.0,62303.34,Reject,Z01,False
8959,10006593,10,1000659300010.0,5,IT equipments-A4 Sheets,,44000000,2021-03-08,1710.0,False,2021-03-11,2021-03-07,B,,USSU-VSF85,NB,0,2021-03-07,False,22889,USD,,EN,1710.0,50,Reject,005,True
5018,10006110,10,1000611000010.0,2,BKS-100 Fork,MZ-RM-S100-05,ZFORK,2020-12-09,1710.0,False,2020-12-14,2020-12-08,B,,USSU-VSF82,NB,0,2020-12-08,True,22889,USD,171C,EN,1710.0,65330,Reject,Z01,False
1249,10001930,10,1000193000010.0,8,Bike Tyre MZ-RM-WR01,MZ-RM-WR01,L002,2019-11-22,,False,2019-12-02,2019-11-22,N,,,NB,0,2019-11-22,True,22889,USD,171C,EN,1710.0,1000,Reject,001,True
7550,10024793,10,1002479300010.0,2,BKS-200 Racer Pedal Kit,MZ-RM-S200-08,ZPEDAL,2022-08-15,1710.0,False,2022-08-18,2022-08-13,B,,USSU-VSF84,NB,0,2022-08-13,False,22889,USD,171C,EN,1710.0,106631.84,Reject,Z01,False
3498,10005786,10,1000578600010.0,2,BKS-100 Wheel,MZ-RM-S100-04,ZWHEEL,2020-10-14,1710.0,False,2020-10-19,2020-10-14,B,,USSU-VSF84,NB,0,2020-10-14,False,22889,USD,171C,EN,1710.0,28950,Reject,Z01,False
8346,10079431,10,1007943100010.0,2,BKS-100 Seat,MZ-RM-S100-03,ZSEAT,2023-12-11,1710.0,False,2023-12-14,2023-12-09,B,,USSU-VSF81,NB,0,2023-12-09,False,22889,USD,171C,EN,1710.0,26835.94,Reject,Z01,False
5936,10023777,10,1002377700010.0,2,BKS-100 Derailleur Gears,MZ-RM-S100-07,ZGEARS,2022-06-22,1710.0,False,2022-06-27,2022-06-22,B,,USSU-VSF84,NB,0,2022-06-22,False,22889,USD,171C,EN,1710.0,142327.51,Reject,Z01,False
8918,10006127,10,1000612700010.0,5,IT equipments-A4 Sheets,,44000000,2020-12-14,1710.0,False,2020-12-17,2020-12-14,B,,USSU-VSF85,NB,0,2020-12-14,False,22889,USD,,EN,1710.0,50,Reject,005,True
9822,10022138,10,1002213800010.0,2,BKS-400 AT Seat,MZ-RM-S400-03,ZSEAT,2022-04-12,1710.0,False,2022-04-15,2022-04-12,B,,USSU-VSF81,NB,0,2022-04-12,False,22889,USD,171C,EN,1710.0,45714,Reject,Z01,False
7498,10024121,10,1002412100010.0,2,BKS-200 Racer Drive Train,MZ-RM-S200-09,ZTRAIN,2022-07-14,1710.0,False,2022-07-19,2022-07-14,B,,USSU-VSF84,NB,0,2022-07-14,False,22889,USD,171C,EN,1710.0,379488,Reject,Z01,False
10603,10038408,10,1003840800010.0,2,BKS-400 AT Brakes,MZ-RM-S400-06,ZBRAKES,2023-04-26,1710.0,False,2023-05-01,2023-04-26,B,,USSU-VSF83,NB,0,2023-04-26,False,22889,USD,171C,EN,1710.0,107238.12,Reject,Z01,False
10698,10033756,10,1003375600010.0,5,IT equipments-A4 Sheets,,44000000,2023-02-27,1710.0,True,2023-03-02,2023-02-25,N,,USSU-VSF85,NB,0,2023-02-25,False,22889,USD,,EN,1710.0,50,Reject,005,True
1498,10002028,10,1000202800010.0,5,Bike Tyre MZ-RM-WR01,MZ-RM-WR01,L002,2019-11-22,,False,2019-12-02,2019-11-22,N,,,NB,0,2019-11-22,True,22889,USD,171C,EN,1710.0,1000,Reject,001,True
2962,10146140,10,1014614000010.0,2,BKS-400 AT Wheels,MZ-RM-S400-04,ZWHEEL,2024-06-05,1710.0,True,2024-06-10,2024-06-05,N,,USSU-VSF84,NB,0,2024-06-05,False,22889,USD,171C,EN,1710.0,22450.2,Reject,Z01,False
4543,10145244,10,1014524400010.0,2,BKS-100 Pedal Kit,MZ-RM-S100-08,ZPEDAL,2024-06-05,1710.0,True,2024-06-10,2024-06-05,N,,USSU-VSF84,NB,0,2024-06-05,False,22889,USD,171C,EN,1710.0,34548.92,Reject,Z01,False
3843,10008806,10,1000880600010.0,2,BKS-100 Brake Set,MZ-RM-S100-06,ZBRAKES,2021-06-09,1710.0,False,2021-06-14,2021-06-08,B,,USSU-VSF83,NB,0,2021-06-08,True,22889,USD,171C,EN,1710.0,135.45,Reject,Z01,True
1602,10001832,10,1000183200010.0,5,Bike Tyre MZ-RM-WR01,MZ-RM-WR01,L002,2019-11-22,,False,2019-12-02,2019-11-22,N,,,NB,0,2019-11-22,True,22889,USD,171C,EN,1710.0,1000,Reject,001,True
8328,10075481,10,1007548100010.0,2,BKS-200 Racer Seat,MZ-RM-S200-03,ZSEAT,2023-10-11,1710.0,False,2023-10-16,2023-10-11,B,,USSU-VSF81,NB,0,2023-10-11,False,22889,USD,171C,EN,1710.0,37622.94,Reject,Z01,False
9528,10001052,10,1000105200010.0,5,"Trad.Good 10,PD,Third Party",TG10,L001,2018-08-02,1710.0,True,2018-08-02,2018-08-02,N,,17300001,NB,0,2018-08-02,False,22889,USD,171A,EN,1710.0,1000,Reject,001,True
6456,10023293,10,1002329300010.0,2,BKS-300 Mountain Forks,MZ-RM-S300-05,ZFORK,2022-06-02,1710.0,False,2022-06-07,2022-06-02,B,,USSU-VSF83,NB,0,2022-06-02,False,22889,USD,171C,EN,1710.0,148856.4,Reject,Z01,False
5138,10008705,10,1000870500010.0,2,BKS-100 Seat,MZ-RM-S100-03,ZSEAT,2021-06-02,1710.0,False,2021-06-07,2021-06-02,B,,USSU-VSF81,NB,0,2021-06-02,False,22889,USD,171C,EN,1710.0,26609,Reject,Z01,False
10099,10028183,10,1002818300010.0,2,BKS-200 Racer Frame,MZ-RM-S200-01,ZFRAME,2022-11-10,1710.0,False,2022-11-16,2022-11-10,B,,USSU-VSF81,NB,0,2022-11-10,True,22889,USD,171C,EN,1710.0,561446.95,Reject,Z01,False
1939,10001576,10,1000157600010.0,5,Bike Tyre MZ-RM-WR01,MZ-RM-WR01,L002,2019-11-22,,False,2019-12-02,2019-11-22,N,,,NB,0,2019-11-22,True,22889,USD,171C,EN,1710.0,1000,Reject,001,True
6222,10044096,10,1004409600010.0,2,BKS-300 Mountain Handle Bars,MZ-RM-S300-02,ZHANDLE,2023-06-06,1710.0,False,2023-06-09,2023-06-06,B,,USSU-VSF81,NB,0,2023-06-06,False,22889,USD,171C,EN,1710.0,416.4,Reject,Z01,True
10569,10033048,10,1003304800010.0,2,BKS-300 Mountain Brakes,MZ-RM-S300-06,ZBRAKES,2023-02-10,1710.0,False,2023-02-15,2023-02-10,B,,USSU-VSF83,NB,0,2023-02-10,False,22889,USD,171C,EN,1710.0,63769.61,Reject,Z01,False
3139,10145675,10,1014567500010.0,2,BKS-300 Mountain Derailleur Gears,MZ-RM-S300-07,ZGEARS,2024-06-05,1710.0,True,2024-06-10,2024-06-05,N,,USSU-VSF84,NB,0,2024-06-05,False,22889,USD,171C,EN,1710.0,13706.44,Reject,Z01,False
6487,10027387,10,1002738700010.0,2,BKS-100 Fork,MZ-RM-S100-05,ZFORK,2022-10-05,1710.0,False,2022-10-11,2022-10-04,B,,USSU-VSF83,NB,0,2022-10-04,True,22889,USD,171C,EN,1710.0,106690,Reject,Z01,False
2555,10027167,10,1002716700010.0,2,ABB City Bike E164,MZ-FG-E164,0002,2022-09-21,,False,2022-09-26,2022-09-21,N,,,NB,0,2022-09-21,False,22889,USD,,EN,1710.0,634.1,Reject,,True
1247,10001932,10,1000193200010.0,8,Bike Tyre MZ-RM-WR01,MZ-RM-WR01,L002,2019-11-22,,False,2019-12-02,2019-11-22,N,,,NB,0,2019-11-22,True,22889,USD,171C,EN,1710.0,1000,Reject,001,True
2790,10145286,10,1014528600010.0,2,BKS-100 Pedal Kit,MZ-RM-S100-08,ZPEDAL,2024-06-05,1710.0,True,2024-06-10,2024-06-05,N,,USSU-VSF84,NB,0,2024-06-05,False,22889,USD,171C,EN,1710.0,1762.7,Reject,Z01,True
8432,10017699,10,1001769900010.0,2,BKS-400 AT Frame,MZ-RM-S400-01,ZFRAME,2021-11-23,1710.0,False,2021-11-30,2021-11-23,B,,USSU-VSF81,NB,0,2021-11-23,True,22889,USD,171C,EN,1710.0,1064880,Reject,Z01,False
7286,10000609,10,1000060900010.0,2,"Trad.Good 10,PD,Third Party",TG10,L001,2018-03-23,1710.0,True,2018-03-24,2017-09-13,N,,17300001,NB,0,2017-09-13,True,22889,USD,171A,EN,1710.0,126.1,Approve,002,True
9619,10034357,10,1003435700010.0,2,BKS-100 Wheel,MZ-RM-S100-04,ZWHEEL,2023-03-13,1710.0,False,2023-03-16,2023-03-11,B,,USSU-VSF84,NB,0,2023-03-11,False,22889,USD,171C,EN,1710.0,8850,Reject,Z01,True
7417,10000784,10,1000078400010.0,2,"Trad.Good 10,PD,Third Party",TG10,L001,2018-03-23,1710.0,False,2018-03-24,2017-09-26,N,,17300001,NB,0,2017-09-26,True,22889,USD,,EN,1710.0,129.4,Reject,001,True
1126,10002936,10,1000293600010.0,8,Bike Tyre MZ-RM-WR01,MZ-RM-WR01,L002,2019-11-22,,False,2019-12-02,2019-11-22,N,,,NB,0,2019-11-22,True,22889,USD,171C,EN,1710.0,1000,Reject,001,True
6290,10081411,10,1008141100010.0,2,BKS-300 Mountain Handle Bars,MZ-RM-S300-02,ZHANDLE,2023-12-18,1710.0,False,2023-12-21,2023-12-16,B,,USSU-VSF81,NB,0,2023-12-16,False,22889,USD,171C,EN,1710.0,8952.6,Reject,Z01,True
6427,10023365,10,1002336500010.0,2,BKS-300 Mountain Forks,MZ-RM-S300-05,ZFORK,2022-06-08,1710.0,False,2022-06-13,2022-06-07,B,,USSU-VSF83,NB,0,2022-06-07,True,22889,USD,171C,EN,1710.0,143035.2,Reject,Z01,False
10513,10077764,10,1007776400010.0,2,BKS-300 Mountain Handle Bars,MZ-RM-S300-02,ZHANDLE,2023-11-27,1710.0,False,2023-11-30,2023-11-23,B,,USSU-VSF82,NB,0,2023-11-23,True,22889,USD,171C,EN,1710.0,6660.48,Reject,Z01,True
1473,10002058,10,1000205800010.0,5,Bike Tyre MZ-RM-WR01,MZ-RM-WR01,L002,2019-11-22,,False,2019-12-02,2019-11-22,N,,,NB,0,2019-11-22,True,22889,USD,171C,EN,1710.0,1000,Reject,001,True
5748,10073683,10,1007368300010.0,2,BKS-300 Mountain Wheels,MZ-RM-S300-04,ZWHEEL,2023-08-18,1710.0,False,2023-08-23,2023-08-18,B,,USSU-VSF84,NB,0,2023-08-18,False,22889,USD,171C,EN,1710.0,14808.6,Reject,Z01,False
4039,10016069,10,1001606900010.0,2,BKS-100 Pedal Kit,MZ-RM-S100-08,ZPEDAL,2021-08-23,1710.0,False,2021-08-26,2021-08-21,B,,USSU-VSF84,NB,0,2021-08-21,False,22889,USD,171C,EN,1710.0,1760,Reject,Z01,True
8490,10051848,10,1005184800010.0,2,BKS-400 AT Handle Bars,MZ-RM-S400-02,ZHANDLE,2023-06-29,1710.0,False,2023-07-05,2023-06-29,B,,USSU-VSF81,NB,0,2023-06-29,True,22889,USD,171C,EN,1710.0,2240.55,Reject,Z01,True
9301,10001071,10,1000107100010.0,5,"Trad.Good 11,PD,Reg.Trading",TG11,L001,2018-07-25,1710.0,True,2018-07-31,2018-09-12,N,,17300001,NB,0,2018-09-12,False,29404,USD,171A,EN,1710.0,10000,Reject,002,True
9171,10024260,10,1002426000010.0,5,IT equipments-A4 Sheets,,44000000,2022-08-11,1710.0,True,2022-08-16,2022-08-11,N,,USSU-VSF85,NB,0,2022-08-11,False,22889,USD,,EN,1710.0,50,Reject,005,True
1697,10002737,10,1000273700010.0,8,Bike Tyre MZ-RM-WR01,MZ-RM-WR01,L002,2019-11-22,,False,2019-12-02,2019-11-22,N,,,NB,0,2019-11-22,True,22889,USD,171C,EN,1710.0,1000,Reject,001,True
3099,10009423,10,1000942300010.0,2,BKS-300 Mountain Derailleur Gears,MZ-RM-S300-07,ZGEARS,2021-06-22,1710.0,False,2021-06-25,2021-06-22,B,,USSU-VSF84,NB,0,2021-06-22,False,22889,USD,171C,EN,1710.0,17444,Reject,Z01,False
10693,10033654,10,1003365400010.0,5,IT equipments-A4 Sheets,,44000000,2023-02-15,1710.0,True,2023-02-21,2023-02-15,N,,USSU-VSF85,NB,0,2023-02-15,True,22889,USD,,EN,1710.0,50,Approve,005,True
3244,10145818,10,1014581800010.0,2,BKS-100 Wheel,MZ-RM-S100-04,ZWHEEL,2024-06-05,1710.0,True,2024-06-10,2024-06-05,N,,USSU-VSF84,NB,0,2024-06-05,False,22889,USD,171C,EN,1710.0,3750,Reject,Z01,True
8966,10007087,10,1000708700010.0,5,IT equipments-A4 Sheets,,44000000,2021-03-19,1710.0,False,2021-03-24,2021-03-19,B,,USSU-VSF85,NB,0,2021-03-19,False,22889,USD,,EN,1710.0,50,Reject,005,True
25,10002681,10,1000268100010.0,8,Bike Tyre MZ-RM-WR01,MZ-RM-WR01,L002,2019-11-22,,False,2019-12-02,2019-11-22,N,,,NB,0,2019-11-22,True,22889,USD,171C,EN,1710.0,1000,Reject,001,True
5766,10017225,10,1001722500010.0,2,BKS-200 Racer Derailleur Gears,MZ-RM-S200-07,ZGEARS,2021-11-05,1710.0,False,2021-11-10,2021-11-05,B,,USSU-VSF84,NB,0,2021-11-05,False,22889,USD,171C,EN,1710.0,201496,Reject,Z01,False
8609,10085883,10,1008588300010.0,2,BKS-300 Mountain Brakes,MZ-RM-S300-06,ZBRAKES,2024-01-17,1710.0,False,2024-01-22,2024-01-17,B,,USSU-VSF83,NB,0,2024-01-17,False,22889,USD,171C,EN,1710.0,109865.81,Reject,Z01,False
4959,10005705,10,1000570500010.0,2,BKS-100 Fork,MZ-RM-S100-05,ZFORK,2020-09-22,1710.0,False,2020-09-25,2020-09-22,B,,USSU-VSF83,NB,0,2020-09-22,False,22889,USD,171C,EN,1710.0,6345,Reject,Z01,True
4435,10146474,10,1014647400010.0,2,BKS-400 AT Derailleur Gears,MZ-RM-S400-07,ZGEARS,2024-06-05,1710.0,True,2024-06-10,2024-06-05,N,,USSU-VSF84,NB,0,2024-06-05,False,22889,USD,171C,EN,1710.0,6826.56,Reject,Z01,True
1675,10002853,10,1000285300010.0,5,Bike Tyre MZ-RM-WR01,MZ-RM-WR01,L002,2019-11-22,,False,2019-12-02,2019-11-22,N,,,NB,0,2019-11-22,True,22889,USD,171C,EN,1710.0,1000,Reject,001,True
577,10003129,10,1000312900010.0,8,Bike Tyre MZ-RM-WR01,MZ-RM-WR01,L002,2019-11-22,,False,2019-12-02,2019-11-22,N,,,NB,0,2019-11-22,True,22889,USD,171C,EN,1710.0,1000,Reject,001,True
3734,10001241,10,1000124100010.0,5,"Trad.Good 11,PD,Reg.Trading",TG11,L001,2019-11-19,1710.0,False,2019-12-02,2019-11-18,N,,,NBS,0,2019-11-18,True,22889,USD,,EN,1710.0,188.2,Reject,002,True
6782,10073714,10,1007371400010.0,2,BKS-300 Mountain Forks,MZ-RM-S300-05,ZFORK,2023-08-18,1710.0,False,2023-08-23,2023-08-18,B,,USSU-VSF82,NB,0,2023-08-18,False,22889,USD,171C,EN,1710.0,37422,Reject,Z01,False
6144,10020278,10,1002027800010.0,2,BKS-300 Mountain Handle Bars,MZ-RM-S300-02,ZHANDLE,2022-02-23,1710.0,False,2022-02-28,2022-02-23,B,,USSU-VSF81,NB,0,2022-02-23,False,22889,USD,171C,EN,1710.0,44688.19,Reject,Z01,False
3103,10009435,10,1000943500010.0,2,BKS-200 Racer Pedal Kit,MZ-RM-S200-08,ZPEDAL,2021-06-22,1710.0,False,2021-06-25,2021-06-22,B,,USSU-VSF84,NB,0,2021-06-22,False,22889,USD,171C,EN,1710.0,39457.74,Reject,Z01,False
4312,10146351,10,1014635100010.0,2,BKS-200 Racer Drive Train,MZ-RM-S200-09,ZTRAIN,2024-06-05,1710.0,True,2024-06-10,2024-06-05,N,,USSU-VSF84,NB,0,2024-06-05,False,22889,USD,171C,EN,1710.0,19823.79,Reject,Z01,False
3419,10146179,10,1014617900010.0,2,BKS-100 Derailleur Gears,MZ-RM-S100-07,ZGEARS,2024-06-05,1710.0,True,2024-06-10,2024-06-05,N,,USSU-VSF84,NB,0,2024-06-05,False,22889,USD,171C,EN,1710.0,16238,Reject,Z01,False
10102,10029009,10,1002900900010.0,2,BKS-200 Racer Frame,MZ-RM-S200-01,ZFRAME,2022-12-07,1710.0,False,2022-12-12,2022-12-06,B,,USSU-VSF81,NB,0,2022-12-06,True,22889,USD,171C,EN,1710.0,652801.03,Reject,Z01,False
2899,10146075,10,1014607500010.0,2,BKS-200 Racer Pedal Kit,MZ-RM-S200-08,ZPEDAL,2024-06-05,1710.0,True,2024-06-10,2024-06-05,N,,USSU-VSF84,NB,0,2024-06-05,False,22889,USD,171C,EN,1710.0,810.03,Reject,Z01,True
4556,10145257,10,1014525700010.0,2,BKS-100 Pedal Kit,MZ-RM-S100-08,ZPEDAL,2024-06-05,1710.0,True,2024-06-10,2024-06-05,N,,USSU-VSF84,NB,0,2024-06-05,False,22889,USD,171C,EN,1710.0,31199.79,Reject,Z01,False
413,10002285,10,1000228500010.0,8,Bike Tyre MZ-RM-WR01,MZ-RM-WR01,L002,2019-11-22,,False,2019-12-02,2019-11-22,N,,,NB,0,2019-11-22,True,22889,USD,171C,EN,1710.0,1000,Reject,001,True
5278,10009705,10,1000970500010.0,2,BKS-200 Racer Pedal Kit,MZ-RM-S200-08,ZPEDAL,2021-06-29,1710.0,False,2021-07-02,2021-06-29,B,,USSU-VSF84,NB,0,2021-06-29,False,22889,USD,171C,EN,1710.0,25108.14,Reject,Z01,False
9679,10015995,10,1001599500010.0,2,BKS-200 Racer Forks,MZ-RM-S200-05,ZFORK,2021-08-23,1710.0,False,2021-08-26,2021-08-21,B,,USSU-VSF82,NB,0,2021-08-21,False,22889,USD,171C,EN,1710.0,12845.2,Reject,Z01,False
5448,10040620,10,1004062000010.0,2,BKS-200 Racer Derailleur Gears,MZ-RM-S200-07,ZGEARS,2023-05-05,1710.0,False,2023-05-10,2023-05-05,B,,USSU-VSF84,NB,0,2023-05-05,False,22889,USD,171C,EN,1710.0,51072.3,Reject,Z01,False
1198,10002863,10,1000286300010.0,8,Bike Tyre MZ-RM-WR01,MZ-RM-WR01,L002,2019-11-22,,False,2019-12-02,2019-11-22,N,,,NB,0,2019-11-22,True,22889,USD,171C,EN,1710.0,1000,Reject,001,True
8373,10110708,10,1011070800010.0,2,BKS-400 AT Seat,MZ-RM-S400-03,ZSEAT,2024-04-08,1710.0,False,2024-04-11,2024-04-06,B,,USSU-VSF81,NB,0,2024-04-06,False,22889,USD,171C,EN,1710.0,41904.16,Reject,Z01,False
2181,10145434,10,1014543400010.0,2,BKS-200 Racer Derailleur Gears,MZ-RM-S200-07,ZGEARS,2024-06-05,1710.0,True,2024-06-10,2024-06-05,N,,USSU-VSF84,NB,0,2024-06-05,False,22889,USD,171C,EN,1710.0,68463.01,Reject,Z01,False
9592,10028246,10,1002824600010.0,2,BKS-200 Racer Derailleur Gears,MZ-RM-S200-07,ZGEARS,2022-11-14,1710.0,False,2022-11-17,2022-11-14,B,,USSU-VSF84,NB,0,2022-11-14,False,22889,USD,171C,EN,1710.0,566,Reject,Z01,True
9590,10028236,10,1002823600010.0,2,BKS-100 Derailleur Gears,MZ-RM-S100-07,ZGEARS,2022-11-14,1710.0,False,2022-11-17,2022-11-14,B,,USSU-VSF84,NB,0,2022-11-14,False,22889,USD,171C,EN,1710.0,353,Reject,Z01,True
7674,10040864,10,1004086400010.0,2,BKS-300 Mountain Pedal Kit,MZ-RM-S300-08,ZPEDAL,2023-05-09,1710.0,False,2023-05-12,2023-05-09,B,,USSU-VSF84,NB,0,2023-05-09,False,22889,USD,171C,EN,1710.0,5940,Reject,Z01,True
9157,10023011,10,1002301100010.0,5,IT equipments-A4 Sheets,,44000000,2022-05-16,1710.0,True,2022-05-19,2022-05-15,N,,USSU-VSF85,NB,0,2022-05-15,False,22889,USD,,EN,1710.0,50,Reject,005,True
1787,10001733,10,1000173300010.0,5,Bike Tyre MZ-RM-WR01,MZ-RM-WR01,L002,2019-11-22,,False,2019-12-02,2019-11-22,N,,,NB,0,2019-11-22,True,22889,USD,171C,EN,1710.0,1000,Reject,001,True
9865,10033891,10,1003389100010.0,2,BKS-400 AT Seat,MZ-RM-S400-03,ZSEAT,2023-02-22,1710.0,False,2023-02-27,2023-02-22,B,,USSU-VSF81,NB,0,2023-02-22,False,22889,USD,171C,EN,1710.0,5485.87,Reject,Z01,True
5033,10006531,10,1000653100010.0,2,BKS-100 Handle Bar,MZ-RM-S100-02,ZHANDLE,2021-02-22,1710.0,False,2021-02-25,2021-02-20,B,,USSU-VSF82,NB,0,2021-02-20,False,22889,USD,171C,EN,1710.0,49043.2,Reject,Z01,False
7995,10047414,10,1004741400010.0,2,BKS-400 AT Seat,MZ-RM-S400-03,ZSEAT,2023-06-15,1710.0,False,2023-06-20,2023-06-15,B,,USSU-VSF81,NB,0,2023-06-15,False,22889,USD,171C,EN,1710.0,31389.67,Reject,Z01,False
